place_id,name,address,lat,lon
ChIJtUHrHJugyhQRea5Avbt54HA,Alpet - Esenpet Enerji Petrol,"Zafer, Adile Naşit Bulvarı No:49 34513",41.0122513,28.6818567
ChIJV4KMO4quyhQRZeQ5DRI_nAI,Zingil FUEL AS - SHELL BOGAZKOY,"BOĞAZKÖY İSTİKLAL MAH. ESKİ EDİRNE ASFALTI NO: 1152, Arnavutköy yolu, kuzey marmara otoyolu girişi",41.13650459999999,28.81128829999999
ChIJd-d-CvigyhQRNacT7CeQWZs,Alpet Avcılar,"Üniversite, D-100 Kuzey Yanyolu No:82",40.99361709999999,28.7095728
ChIJ--gNqcClyhQRGo7Co6RhJUg,Opet Küçükçekmece,"Atatürk, 1. İkitelli Caddesi No: 245",41.0601039,28.7893345
ChIJBSrl64ilyhQRiORibytMWVw,Coşkunlar Petrol,"Başakşehir, Güngören - Bağcılar Sanayi Sitesi Blok 1 No;33",41.0770727,28.7996251
ChIJNycmxzOkyhQRqcgW17_xQ8M,Shell,"Halkalı Merkez, 222. Cadde No:9 D:1A",41.04438,28.782032
ChIJMVsV6aelyhQRW88bwl1gHg4,Opet Bağcılar,"Taşocağı Yolu, Mahmutbey Mah, Mahmutbey, Tanyeli Sokak No: 11",41.0501877,28.8121363
ChIJLVREPmOmyhQRzFh9U1Q_1gM,bp,"Yarımburgaz, Halkalı Altınşehir İstanbul Caddesi No:28",41.0426403,28.7563578
ChIJn_fxvHKlyhQRQuL-I4o5kBw,Altinbas Holding,"Mahmutbey, Dilmenler Caddesi No:26",41.05726300000001,28.8203685
ChIJ4SyNW0-kyhQRmL5mx5Im9MA,bp,"Halkalı Merkez, Mahmutbey Caddesi No:34",41.0366969,28.797048
ChIJaaSoIyCkyhQRkoVB89LPYls,Shell,"Halkalı Merkez, Turgut Özal Bulvari",41.033811,28.768103
ChIJHW-42GilyhQRu5GoEkcACkI,Shell,"Mahmutbey, İnönü Caddesi No:115",41.05997199999999,28.8313379
ChIJQ1lI_mulyhQRLt_Uo6qIYtk,KADOİL ONUR PETROL,"Mahmutbey Mahallesi,, İnönü Caddesi D:105/A, Bağcılar",41.0580781,28.8308824
ChIJBVRyaRGlyhQR4IH1p28YeOg,Petrol Ofisi,"Mahmutbey, Halkalı Caddesi No:70",41.04487779999999,28.8229636
ChIJXeIdC0GkyhQRJa2q3S4L-fg,BP,"Halkalı Merkez, Halkalı Gümrük Yolu No:29",41.0294189,28.7957198
ChIJucs_NkWkyhQReaj7USA1X2k,Opet - Halkalı,"Halkalı Merkez, Fatih Caddesi No: 101",41.02924,28.806468
ChIJeUlNPvikyhQR9gt2y29OFl4,bp,"15 Temmuz, Gülbahar Caddesi No:3",41.030991,28.8147186
ChIJfygNrqpP0xQRT9iIPfRrPgE,Petrol Ofisi,"Bağlar, Mimar Sinan Caddesi No:43",41.0262299,28.81395929999999
ChIJjx1t8BqtyhQRmVie4oH0NFg,Shell,"Boğazköy İstiklal, O-7 15 Km",41.195906,28.822402
ChIJs1GmftTin0ARMyWkwJugSG8,Aytemiz,Çiftalan,41.23625,28.9052673
ChIJSTLr1pe1yhQRmIKlUj5ky9s,Hks Power,"Maslak, Atatürk Oto Sanayi Sitesi No:1527",41.1192166,29.02303959999999
ChIJSTNzj7K1yhQRsrTwXMlpcCM,Opet,"Maslak Mh, Aos 53. Sokak No:7",41.1175,29.0234
ChIJv4idRXi1yhQRA15fosmSfcQ,Shell,"Maslak, Ahi Evran Caddesi No:2",41.1157627,29.023273
ChIJD_Hvnf2yyhQRdaTRi3l5lTg,TotalEnergies Station,"Mithatpaşa, Selanik Bulvarı No:151",41.16931779999999,28.904972
ChIJ86jZWTH9n0ARu3FTIkdWONM,Shell Odayeri,"köy Ks.ed-ank.i, Kuzey Marmara Otoyolu Yeri P",41.23450399999999,28.887927
ChIJMcK0PKoTyhQR9dVcY-xL4b8,Petrol Ofisi,"Pınar, Büyükdere Caddesi No:192",41.1085334,29.0232682
ChIJR_VZqJu3yhQRDbTcItfXwa8,TotalEnergies TSK Mehmetcik Vakfı Maslak,"Reşit Paşa Mahallesi, Büyükdere Caddesi No:221/1-2-3",41.1073455,29.0154291
ChIJbaLWg42kyhQRXY8hwk7sL3g,Petrol Ofisi,"Göktürk Merkez, İstanbul Caddesi No:36",41.1792034,28.88395610000001
ChIJNyMFe-C3yhQRwPldzcBDh-g,Petrol Ofisi,"Yeşilce, Eski Büyükdere Caddesi No:73",41.09359399999999,29.0044559
ChIJ97IxxUq3yhQRufV2cp7bF2I,Shell,"Hamidiye, Selçuklu Caddesi 23 3",41.1013308,28.96604889999999
ChIJBd-yP4m3yhQR_KZT6NynwdQ,TotalEnergies İstasyon,"Sultan Selim, Sultan Selim Caddesi No:186",41.094351,28.992931
ChIJ2-TL5oW2yhQRfZ2OSJJQmf4,Demir Döküm Er-Yildiz Müh.,"Sultan Selim, Sultan Selim Caddesi No:161",41.0931516,28.99323
ChIJKWIu5WrQyhQRFQtWxeLfo1M,Opet,"Atatürk Caddesi, Abdurrahmangazi, Balmumu Sokak No: 32",40.97101,29.2574802
ChIJMdjSv5nQyhQRUJNnIYwJiKw,TotalEnergies İstasyonu,"Akşemsettin, Fatih Bulvarı No:502",40.9511786,29.2972648
ChIJpTFEIALOyhQRooGxk2Ojwgk,Shell,"Taşdelen, Turgut Özal Caddesi",41.03086700000001,29.23095
ChIJY3LlEhPQyhQR3RRFHB7vcTY,Opet Sultanbeyli,"Hasanpaşa Mah, Mehmet Akif, Fatih Bulvarı No: 64",40.9682237,29.25317709999999
ChIJW0lQdY7EyhQRm9JSUzr5ycY,Shell,"Mahallesi, SOĞANLIK E- 5 KARAYOLU NO:21, Soğanlık Caddesi",40.89081849999999,29.1878748
ChIJGfBEoVTbyhQRtCKfpmCealk,Opet Pendik,"Orta, E-5 Yan Yol Cad No: 30",40.886616,29.241635
ChIJ0Ti3Q9DPyhQRkHGLFrHHKlw,Birbilen Petrol Ve Orman Urunleri,"Abdurrahmangazi, Osmangazi Caddesi No:105",40.9927485,29.2229646
ChIJT0vZpk_DyhQRXA7efa23avU,Shell,"Yalı, D-100 Güney Yanyolu Ankara Asfalti No:80",40.900044,29.219948
ChIJEUtAkHHPyhQR77NGJjTeG3Q,Lukoil,"Ferhatpaşa, 99. Sokak No:42",40.9902204,29.1757439
ChIJkdGnr6HPyhQRsuP58Qn7Jc4,Opet Ümraniye,"Esenşehir Mah. 1. Cad. 10. Sok. No: 2 D: 2, Kadosan Oto Sanayi Sitesi",40.99361140000001,29.1888548
ChIJF75P7pbPyhQRnXayRWR9H1I,Petrol Ofisi,"Eyüp Sultan, Müminler Caddesi No:80",40.98558180000001,29.2009834
ChIJM8vZNPfFyhQRm9N3ZE4kcqs,Sivas Akincilar Balcik Köyü,"Kayışdağı, Baba Caddesi No:11",40.9789786,29.1523409
ChIJF_LTkKvPyhQRcRPHIXFUuyY,Shell,Atatürk Caddesi,41.007163,29.190308
ChIJjwN5-z_byhQR606jaeoxq5k,Petrol Ofisi,"Fatih, Yakacık Caddesi No:27",40.966397,29.2165082
ChIJQ6hfn2LFyhQRmwM0VAuy7Yk,Shell,"Fatih, Yakacık Caddesi No:105",40.958551,29.214726
ChIJv-WJBETFyhQRCh8D2t0zA2Q,Opet Sancaktepe,"Fatih, Yakacık Caddesi No:90",40.9567433,29.21390719999999
ChIJDf5mYdDPyhQRLwl0tK51uYI,Shell,"Abdurrahmangazi, Osmangazi Caddesi D:150",40.992681,29.223101
ChIJsdo_qhnQyhQR58Xp7bZD6n0,Shell,"Veysel Karani, Sakarya Caddesi",40.97508500000001,29.240501
ChIJ33NDpifEyhQRksRh12pdNBQ,Shell,"Zümrütevler, Nazmi İlker Sokak",40.937399,29.141007
ChIJp1B4qRHQyhQRFqQ4UcNvFUg,Bizimgaz,"Hasanpaşa, Necip Fazıl Caddesi 28/B",40.9688054,29.2470055
ChIJT4FeOinEyhQR298GvcXUVXA,Opet,"Girne, Narlıdere Caddesi No:2",40.93713030000001,29.140416
ChIJk8L9YYXGyhQRW14f0Ylgi_8,Opet,"Aydınevler Mah. Sanayi Cad. E-5, Yanyol No: 15-17",40.94586159999999,29.1271022
ChIJ4f8snxbQyhQRuWQR7Kl-EsE,Opet,"Hasanpaşa, Fatih Bulvarı No:7",40.9719,29.2491
ChIJaTMsKE24yhQRXcupudRnkzI,Petrol Ofisi,"Girne, Doğuşkent Caddesi No:6/B",40.9377607,29.13802179999999
ChIJhUJJ0MTRyhQRdQYVy-Q56CM,Opet,"Merve, Mübacir Caddesi No: 1",41.00706839999999,29.2441431
ChIJCV6FYGmxeEARhKHo3y-kpvQ,Petrol Ofisi,"Cumhuriyet, Adnan Menderes Cad No:20",41.0249123,29.22560229999999
ChIJg52SkRvOyhQRlhGZGNBKIes,Alkan Petrol,"Cumhuriyet Mahalllesi, Adnan Menderes Caddesi No:20/C",41.0250081,29.22565760000001
ChIJ6xjdLUvbyhQRoppqK-1nQjM,Ipragaz,"Hürriyet, Abdi İpekçi Caddesi No:55",40.9028094,29.2320637
ChIJe7IJrBDEyhQRirxv3GHPFC8,Shell,"Cevizli, Orhan Gazi Caddesi No:58",40.92343,29.151015
ChIJTQt-HKTGyhQRnKBkBeyYDns,Petrol Ofisi,"Altayçeşme, Geçiş Sokak",40.9278606,29.1330055
