rank_by_demand,GEOHASH,mean_speed,peak_hour_vehicle_count,total_vehicle_count,lat,lon,veh_mean,veh_std,mean_daily_vehicle_count,cv,consistency,vol_norm,speed_norm,cons_norm,demand_score,nearest_station_km,dist_norm,underserved_score
746,sxk9t5,33.412121212121214,37,2525,41.0641479492188,29.0533447265625,15.303030303030303,9.240964105034687,360.7142857142857,0.603864981081618,0.623493879968386,0.031717639945583714,0.2098130145461569,0.3627968036544389,0.3254742763398326,1.3616600246188686,0.019087989712745536,0.2641970190144152
747,sxk9r1,26.142857142857142,173,2014,41.0092163085938,29.1412353515625,71.92857142857143,54.20600525118047,287.7142857142857,0.7536088118232135,0.5702526089386537,0.02528089887640449,0.13915685835532157,0.27269067715984957,0.3254315273635757,1.5039801730898545,0.02111444611073038,0.26456811111300665
748,sxk6q7,35.1,88,984,41.1959838867188,28.7567138671875,49.2,24.633310780323463,140.57142857142858,0.5006770483703818,0.6663658920391445,0.01230664584068121,0.22621894314239716,0.43535387954708693,0.32535841588703884,5.496126465429859,0.07795748964825965,0.275878230639283
749,sxkbhj,51.0,484,4955,40.8114624023438,29.3609619140625,260.7894736842105,104.42731600249707,825.8333333333334,0.400427649654861,0.7140675923147136,0.07272929577937891,0.38076455776443086,0.5160847741314235,0.32535223538664493,13.060310787987397,0.18566177383194518,0.297414143075705
750,sxk90t,35.416666666666664,167,2260,40.9872436523438,28.8555908203125,94.16666666666667,51.770955989415256,322.85714285714283,0.5497800635985713,0.6452528481222113,0.02837960397037335,0.2292968956348695,0.39962192632601123,0.3253251185599281,1.9660088599692216,0.02769314209045039,0.26579872326603254
751,sxk9n8,34.44,143,1756,40.9597778320313,29.1192626953125,70.24,38.472154432351026,250.85714285714286,0.5477242943024389,0.6461099070947265,0.02203103743638837,0.2198038421580863,0.40107242258008546,0.32528885058678536,1.5244330790085663,0.021405669261504463,0.26451221432172917
752,sxk9w2,25.36842105263158,22,182,41.0476684570313,29.1082763671875,9.578947368421053,6.474872709805741,26.0,0.6759482498542091,0.5966771349216721,0.002204363379855897,0.1316294557421521,0.3174118424275937,0.325095713452801,2.7999112489061777,0.03956684268387443,0.2679899392990157
753,sxk90w,50.904761904761905,845,8962,40.9927368164063,28.8555908203125,426.76190476190476,226.70816146797736,1280.2857142857142,0.5312286756099497,0.6530703192334482,0.11280042323776891,0.37983885776669474,0.4128523024457612,0.3250190147780283,1.8923230973178817,0.0266439513274458,0.2653440020879118
754,sxk9ff,58.55555555555556,669,9657,41.1026000976563,28.9544677734375,357.6666666666667,148.96643917339236,1379.5714285714287,0.4164951701015169,0.7059678148626036,0.12155489494633949,0.4542034242514909,0.5023766195821028,0.324991744114143,0.980592115035544,0.013662071374842264,0.2627258095662829
755,sxk8ys,34.65217391304348,263,2978,40.9378051757813,29.1192626953125,129.47826086956522,77.97777630093042,425.42857142857144,0.6022460896264432,0.6241238511826518,0.037423792008867834,0.22186614076173827,0.36386297402983964,0.32492464858188036,1.1118008245209248,0.015530315131362726,0.26304578189177685
756,sxk997,51.74193548387097,328,5926,41.0641479492188,28.8885498046875,191.16129032258064,75.69064088960782,846.5714285714286,0.3959517157552427,0.7163571552752285,0.07455786768781175,0.38797605935969715,0.5199596562622854,0.3248780472884538,0.7371177829648274,0.010195309125993323,0.2619414996559617
757,sx7cht,36.68,64,868,40.98724365234379,27.9766845703125,34.72,16.305724965994816,124.0,0.46963493564300646,0.680441091693613,0.010845467828891014,0.2415763061048382,0.4591749059045133,0.3247848232638967,59.02348768117962,0.8401184680357672,0.42785155221827076
758,sxk3su,31.814814814814813,196,2516,41.0696411132813,28.6907958984375,93.18518518518519,60.17540836653934,359.42857142857144,0.6457615365179358,0.6076214432108901,0.03160427268604827,0.1942874359982686,0.335934112990093,0.32470272814156215,6.263702185495741,0.08888678353655567,0.27753953922056085
759,sxk3hg,25.470588235294116,7,44,40.9762573242188,28.6907958984375,2.588235294117647,1.7341721198244626,7.333333333333333,0.6700210460369432,0.5987948489469985,0.0005584387228968273,0.13262250543012588,0.32099588548582325,0.3246916448295753,2.4920414985808708,0.03518317226197416,0.26678995031605507
760,sxk3kg,37.333333333333336,175,1872,41.0202026367188,28.6907958984375,78.0,38.94589334828066,267.42857142857144,0.4993063249715558,0.6669751093186188,0.023492215448178564,0.24792660808930755,0.4363849257295934,0.3246451104432157,1.159398888221963,0.016208050517075332,0.2629576984579876
761,sxk8zs,22.37037037037037,36,350,40.9378051757813,29.1632080078125,12.962962962962964,9.932392544217212,50.0,0.7662131390662199,0.566183082823566,0.004320552224517559,0.10248885288944355,0.26580336534690746,0.3245742933148072,1.7067277095609135,0.02400131101968038,0.26445969685578186
762,sxkbdw,49.34615384615385,53,893,40.9048461914063,29.2950439453125,34.34615384615385,9.230134593568211,127.57142857142857,0.26873852119348973,0.78818447087057,0.011160376883156143,0.3646894212652836,0.6415210138261633,0.3244775648272257,4.9256132972745545,0.06983411377939162,0.2735488746176589
763,sxk9jg,25.869565217391305,157,1443,40.9762573242188,29.0863037109375,62.73913043478261,46.38790731067776,206.14285714285714,0.7393775939907019,0.5749182945985135,0.018088376076988964,0.13650050184007897,0.2805869360980809,0.32421142470608694,0.6452542586930825,0.00888729034929942,0.2611465978347295
764,sxkc1p,32.44444444444444,170,1928,40.9982299804688,29.2291259765625,71.4074074074074,43.31038182455996,275.42857142857144,0.6065250566632483,0.6224615021423939,0.024197611729732452,0.20040734153885692,0.36104959579895585,0.32418652256300035,0.7977429861255207,0.01105853427116076,0.26156092490463245
765,sxkbb3,34.51851851851852,224,2715,40.9213256835938,29.1961669921875,100.55555555555556,60.295001281094436,387.85714285714283,0.5996187972645893,0.6251489428043976,0.03411094875799868,0.22056703037844205,0.36559785063122635,0.324004935391712,2.8101027034503168,0.03971195592671194,0.267146339498712
766,sxk3sb,51.370370370370374,641,9351,41.0476684570313,28.6907958984375,346.3333333333333,189.14768344826788,1335.857142857143,0.5461434555757125,0.6467705156295773,0.11770040812213431,0.384364502200071,0.40219044390176717,0.32397894218139933,4.008957049211017,0.05678210435839365,0.2705395746167982
767,sxk3k8,51.36842105263158,1049,10796,41.0037231445313,28.6798095703125,568.2105263157895,349.05707571293146,1542.2857142857142,0.6143094144622107,0.6194599319320323,0.13590215145865872,0.38434555512409396,0.35596970458249333,0.3238413501085998,0.363703697527566,0.004878371428403272,0.2600487543725605
768,sxk9j4,29.357142857142858,141,1584,40.9707641601563,29.0533447265625,56.57142857142857,37.6292130127335,226.28571428571428,0.6651628562739353,0.6005418606547938,0.019864463143044287,0.1703992332789133,0.3239525477684013,0.3236029711415284,0.5026365446086306,0.006856596998587173,0.26025369631294015
769,sxk9vj,28.04320987654321,53,2496,41.1190795898438,29.0533447265625,15.407407407407407,11.522355023449176,356.57142857142856,0.7478451577234038,0.5721330608613614,0.03135234544263616,0.1576280018286659,0.2758731751644496,0.32356240720560825,0.6801755642545284,0.009384524956213863,0.2607268307557294
770,sxkb93,34.96,328,4049,40.8773803710938,29.2401123046875,161.96,107.2238623939031,578.4285714285714,0.6620391602447584,0.6016705405742282,0.050914495893585925,0.22485816414572515,0.32586273837101987,0.3231723463772794,1.034902912156898,0.014435387475820488,0.2614249545969876
771,sxkbev,34.285714285714285,79,910,40.8993530273438,29.3499755859375,43.333333333333336,22.915787861937748,130.0,0.5288258737248213,0.654096726897751,0.01137451504005643,0.2183042081617539,0.41458940633238783,0.3231138763379796,7.267787796564626,0.10318367496433463,0.27912783606325065
772,sxk964,32.96774193548387,106,1801,41.0147094726563,28.9215087890625,58.096774193548384,34.69520124235212,257.2857142857143,0.5971966898913952,0.6260969649692908,0.022597873734065597,0.20549371464469696,0.36720229401616805,0.3230912812768573,0.767228343602344,0.01062404489465538,0.260597834000417
773,sxkd42,66.0909090909091,343,5669,41.1355590820313,28.9324951171875,257.6818181818182,55.87518945414679,944.8333333333334,0.21683791991294038,0.8218021345616396,0.08322206546749299,0.5274459301329706,0.6984159263332008,0.3230604389604955,4.404679023373083,0.062416677783022935,0.270931686725001
774,sxk3em,36.73913043478261,304,3578,41.0751342773438,28.6248779296875,155.56521739130434,93.18448275376623,511.14285714285717,0.5990058980779336,0.6253885624825014,0.044981609311230915,0.24215104505995436,0.36600338567214896,0.3230461682720589,8.411923738117215,0.11947470349285198,0.2823318753162175
775,sx7fvr,39.0,93,960,41.3058471679688,28.0096435546875,60.0,26.620793877468536,137.14285714285714,0.4436798979504143,0.6926743258112101,0.012004333148586685,0.2641263580496884,0.4798785690500187,0.32273997296939055,64.91034990280718,0.9239398365576281,0.4429799456870381
776,sxk8zd,26.31578947368421,82,519,40.9268188476563,29.1632080078125,27.31578947368421,18.862227485930557,74.14285714285714,0.6905247056253577,0.5915323193280874,0.006449337431349825,0.14083773466700017,0.3087046985953588,0.32271428803464663,1.0915058485473288,0.015241340700472313,0.2612196985678118
777,sxkb8p,37.833333333333336,186,2917,40.9103393554688,29.1851806640625,97.23333333333333,53.28173869311061,416.7142857142857,0.5479781147675279,0.6460039650820114,0.03665541391646092,0.2527865330774218,0.4008931251250441,0.32267037206001276,2.1626178691552362,0.030492602243119393,0.26423481809663407
778,sxkc38,35.32432432432432,154,2470,41.0037231445313,29.2510986328125,66.75675675675676,38.77241674567502,352.85714285714283,0.5808013844406825,0.6325905391042018,0.031024840026200425,0.2283993419208484,0.3781920919884128,0.32263103583452823,0.6921158366296944,0.009554539122221213,0.26001573649206683
779,sxk9q6,24.38095238095238,125,1042,41.0147094726563,29.1082763671875,49.61904761904762,38.75496895944595,173.66666666666666,0.7810502381304826,0.5614664755608867,0.015224803076871397,0.12203140839720461,0.257820926114776,0.3225671642422295,0.18463630446744578,0.002328681393396566,0.25851946767246287
780,sxk9rg,41.55,321,3046,41.0202026367188,29.1741943359375,152.3,76.42340506746125,507.6666666666667,0.5017951744383418,0.6658697650789771,0.04467509783174619,0.28891197548907116,0.4345142286941751,0.3225668020079867,1.0965791161718845,0.0153135775253135,0.2611161571114521
781,sxkdh9,43.08695652173913,183,2452,41.1410522460938,29.0313720703125,106.6086956521739,45.79473881099005,350.2857142857143,0.42955913239922155,0.6995163595098758,0.030798105507129536,0.30385096230036157,0.49145810391100886,0.322535384845658,1.4880391324208782,0.020887466134941714,0.26220580110351477
782,sxk3yf,30.347826086956523,15,162,41.1026000976563,28.7786865234375,7.043478260869565,4.095210737940392,23.142857142857142,0.5814188083904716,0.6323435605383845,0.0019524361364437947,0.18002852564666766,0.37777410268307554,0.3225224809108367,3.3371217420112944,0.04721603116852101,0.2674611909623736
783,sxk9mz,26.47826086956522,79,783,41.0421752929688,29.0863037109375,34.04347826086956,23.923131181632495,111.85714285714286,0.7027228827093038,0.5872946268325474,0.009774777044389579,0.142416932260392,0.3015327801068791,0.322468864865453,1.334179450136769,0.018696701574152125,0.2617144322071928
784,sxk9w4,27.333333333333332,55,709,41.0586547851563,29.0972900390625,23.633333333333333,16.018272611966133,101.28571428571429,0.6777830442011996,0.5960246191879384,0.008842646243764801,0.1507281083270222,0.31630751745363345,0.32246439411450245,3.2556383106895956,0.046055811603648376,0.2671826776123316
785,sxk9td,23.363636363636363,89,747,41.0586547851563,29.0753173828125,33.95454545454545,26.56076102023483,106.71428571428571,0.7822446351110535,0.5610902006938508,0.009321308006247794,0.11214324933047862,0.25718411429360566,0.32245450206270143,2.0893735323375715,0.029449696817886697,0.2638535410137385
786,sxkbg4,44.80769230769231,288,4310,40.9268188476563,29.3170166015625,165.76923076923077,78.2034821180273,615.7142857142857,0.47176114502469696,0.6794580787653688,0.05420214642011386,0.32057625598855416,0.4575112437577414,0.32243044516503894,3.1764085125075066,0.04492768088454732,0.2669298923089406
787,sxk9k9,26.384615384615383,43,483,41.0092163085938,29.0313720703125,18.576923076923077,12.816155669850696,69.0,0.6898965784641424,0.5917521893019317,0.0059958683932080405,0.14150671219572844,0.3090768090144455,0.3223612823407746,0.5431690166666809,0.007433727420460805,0.25937577135671186
788,sxk37e,47.84,399,6144,41.02020263671879,28.6358642578125,245.76,120.45340731309072,877.7142857142857,0.4901261690779647,0.6710841140510695,0.07730387464100366,0.35004983183954874,0.443339051599021,0.3223047980884414,3.7661919052976005,0.05332544003941743,0.2685089264786366
789,sxk9v6,32.736196319018404,34,1954,41.1026000976563,29.0643310546875,11.987730061349692,7.381146929899001,279.14285714285717,0.6157251532616039,0.6189171456428325,0.024525117146168184,0.20324312598999927,0.3550510869558245,0.3222998381672492,1.3308098493707123,0.018648722780535126,0.2615696150899064
790,sxk9j8,32.77777777777778,143,1638,40.9597778320313,29.0753173828125,60.666666666666664,36.4438451065999,234.0,0.6007227215274591,0.6247178143668561,0.020544666700256963,0.2036472915309331,0.36486820400977676,0.3221517866928039,1.4123496413288803,0.01980974484859226,0.2616833783239616
791,sxk8yx,54.16129032258065,940,12928,40.9542846679688,29.1192626953125,417.03225806451616,279.6302897125617,1846.857142857143,0.6705243642534519,0.5986144359210795,0.16275759560638886,0.4114918254312178,0.3206905524496219,0.32206936066375347,1.1448577766504142,0.016001003736316924,0.2608556892782662
792,sxkbdn,46.666666666666664,200,2685,40.9048461914063,29.2730712890625,99.44444444444444,37.87056227704426,383.57142857142856,0.380821296636839,0.7242066749952537,0.03373305789288053,0.33864520786744046,0.5332442718083602,0.3219218209478802,3.330299556448386,0.04711889199511006,0.26696123515732617
793,sxkc1h,39.34615384615385,132,1736,40.9817504882813,29.2291259765625,66.76923076923077,31.633283348154286,248.0,0.47377037271871736,0.6785317567181541,0.021779110192976264,0.2674909215029983,0.45594352589626436,0.3218309838248415,1.2087888905488409,0.016911300810776315,0.26084704722202845
794,sxk4hf,73.0,1,1,41.1465454101563,28.3392333984375,1.0,0.0,1.0,0.0,1.0,0.0,0.5946012572414586,0.9999999999983076,0.32161962282722395,32.21169162380272,0.45835287654600815,0.3489662735709808
795,sxkc0z,38.10344827586207,124,1922,40.9982299804688,29.2181396484375,66.27586206896552,33.588791233858416,274.57142857142856,0.5068027813565019,0.6636568583313526,0.02412203355670882,0.25541200979513873,0.43076908040102424,0.32159122992001765,0.7317649135481011,0.01011909113020256,0.25929680216205464
796,sxk3qg,41.8,187,1910,41.0202026367188,28.7786865234375,95.5,41.832372254284756,272.85714285714283,0.43803531155860437,0.6953932159817112,0.023970877210661556,0.2913419379831283,0.4844800493845369,0.32147886708729967,1.3990003556217712,0.019619668139705088,0.2611070272977808
797,sxkc0v,34.17391304347826,132,1597,40.9872436523438,29.2181396484375,69.43478260869566,40.81646958916608,266.1666666666667,0.5878389483639946,0.629786793572695,0.02338094758233822,0.21721751686006374,0.37344700148560506,0.321214619030271,0.733949164981925,0.010150192069461222,0.2590017336381091
798,sxk9k4,33.888888888888886,48,447,41.0147094726563,29.0093994140625,24.833333333333332,13.240979171185364,74.5,0.5331937921067988,0.6522332696285417,0.006480828336776338,0.21444712483785366,0.41143567027069855,0.32119341077117175,0.5841955492362394,0.00801789263041816,0.258558307143021
799,sxk3nk,53.03333333333333,561,8801,40.9817504882813,28.7567138671875,293.3666666666667,149.22223263523327,1257.2857142857142,0.5086543550780296,0.6628423512874682,0.11077240892830148,0.40052825271609555,0.42939059951002523,0.3211058485513271,2.966114262259102,0.04193336044957263,0.2652713509309762
800,sxkdk8,23.863636363636363,22,199,41.1795043945313,29.0313720703125,9.045454545454545,6.799700782823516,33.166666666666664,0.7517257146009014,0.570865627914717,0.0028362808820812544,0.11700317431859289,0.2737281573764637,0.3210628196207555,1.4042078698970673,0.019693816464690306,0.2607890189895425
801,sxk9qu,52.76,479,6747,41.02569580078129,29.1302490234375,269.88,128.49070005257192,1124.5,0.4761030830446711,0.6774594616639908,0.09906409029072402,0.397871493722593,0.45412876167442595,0.3209963493634693,0.5632933520692205,0.007720272148454699,0.2583411339204664
802,sxk3r9,46.857142857142854,733,8160,41.0092163085938,28.8116455078125,388.57142857142856,237.27485569030938,1165.7142857142858,0.6106338197896659,0.6208735888400697,0.10269814077694361,0.3404966078629126,0.3583621934489675,0.32087252671939154,1.422269225020236,0.019950986999142658,0.26068821877534176
803,sxk9dh,38.82142857142857,241,3326,41.0696411132813,28.9215087890625,118.78571428571429,66.35725818842815,475.14285714285717,0.5586299546783964,0.6415891065088233,0.04180732604423842,0.26239067055393334,0.3934213687721716,0.3208707356103735,0.43455517324336534,0.005887205580232589,0.2578740296043453
804,sxk3jh,36.02857142857143,159,2408,40.9817504882813,28.7017822265625,68.8,39.71501420044033,344.0,0.5772531133701029,0.6340136478559923,0.03024386557162291,0.23524451812032368,0.3806005772616661,0.3206686928020476,1.472647945652412,0.020668315373544802,0.26066861731634705
805,sxk9pp,61.84615384615385,995,12926,40.9982299804688,29.1412353515625,497.15384615384613,255.40363228547747,1846.5714285714287,0.5137315828105413,0.6606191027231544,0.16273240288204766,0.4861875459681403,0.4256279486098787,0.32063552737255746,1.0654899608157486,0.014870907822841752,0.2594826034626143
806,sxk96v,35.473684210526315,100,1013,41.0311889648438,28.9544677734375,53.31578947368421,28.15641358076334,144.71428571428572,0.5281064738642344,0.6544046616537309,0.012671940343628759,0.22985109760719832,0.41511055858021656,0.32040275260569817,1.497043778101706,0.021015680741570095,0.26052533823287255
807,sxkc10,31.454545454545453,8,81,40.9597778320313,29.2291259765625,3.6818181818181817,2.1018441706627344,13.5,0.5708712560743332,0.6365894061229677,0.0011021816899279486,0.19078567186541856,0.3849598195512416,0.3203073531955867,1.2168634179814901,0.01702627172636619,0.2596511369017426
808,sxk9q1,42.310344827586206,549,6905,41.0092163085938,29.0972900390625,238.10344827586206,156.53761410773407,986.4285714285714,0.6574353090666506,0.6033417983372931,0.08688970625283417,0.2963024131434105,0.328691193824679,0.3202923679483297,0.9499598257444417,0.013225906859235876,0.25887907573051094
809,sxk992,53.78260869565217,671,9008,41.0476684570313,28.8885498046875,391.6521739130435,199.04170615856827,1286.857142857143,0.5082103953858106,0.6630374668278248,0.11337985589761676,0.40781109682871897,0.42972081524718564,0.3202907619496298,1.0086171133729005,0.0140611114109467,0.2590448318418932
810,sxk90g,41.57142857142857,368,4590,40.9762573242188,28.8665771484375,218.57142857142858,122.95835531942164,655.7142857142857,0.5625545668183095,0.6399776502117368,0.057729127827883295,0.2891202579885618,0.3906941219927946,0.320267310915932,0.6073696679119804,0.008347862361075722,0.25788342120496077
811,sxk9uk,41.0,192,2905,41.11358642578129,29.0203857421875,116.2,58.4144673860851,415.0,0.5027062597726539,0.6654660506646796,0.03650425757041366,0.2835660580021455,0.43383097787429764,0.3199485069594227,0.1828115756985683,0.002302699595822538,0.25641934548670264
812,sxk8yb,43.67857142857143,204,3097,40.9158325195313,29.1302490234375,110.60714285714286,50.991894261963644,442.42857142857144,0.46101809471168015,0.6844542197113183,0.038922759107169844,0.30960137043847197,0.4659667689425011,0.3197743222105436,1.3573653213043924,0.019026838645222293,0.25962482549747934
813,sxk9tb,28.0,93,980,41.0476684570313,29.0863037109375,36.2962962962963,25.360197182585182,140.0,0.6986993101131991,0.5886857044366265,0.012256260391998789,0.15720800831117457,0.3038870555051306,0.31974313880367317,1.9048675819540497,0.02682256870118728,0.261159024783176
814,sxk3w7,55.391304347826086,422,5371,41.0641479492188,28.7567138671875,233.52173913043478,80.95445945671463,767.2857142857143,0.34666776531306337,0.7425736516144554,0.06756688668312591,0.42344737722526044,0.5643287498188259,0.31961498013774997,2.3917278422134185,0.033754834440976746,0.2624429509983954
815,sxkc43,34.21875,125,1731,40.9652709960938,29.2840576171875,54.09375,32.086937725196606,247.28571428571428,0.5931727366766666,0.6276783282683988,0.02171612838212324,0.21765332535084575,0.36987861106697156,0.3195377887992022,1.9197614990323952,0.02703463897991259,0.2610371588353443
816,sxkc3b,36.611111111111114,177,1586,41.0037231445313,29.2620849609375,88.11111111111111,48.32231111643965,264.3333333333333,0.5484247163215902,0.6458176425752115,0.02321929426781545,0.24090671643980918,0.4005777908168694,0.3194531903653388,1.5508265642612797,0.021781478643591944,0.2599188480209894
817,sxk93u,23.476190476190474,114,1016,41.0256958007813,28.9105224609375,48.38095238095238,39.87790891016754,145.14285714285714,0.8242481172206784,0.5481710467781892,0.012709729430140574,0.11323725841871213,0.235319592759595,0.31944760574137565,0.3008691671253791,0.003983688296634032,0.25635482225242734
818,sxk9pu,25.818181818181817,33,309,40.9817504882813,29.1741943359375,14.045454545454545,10.176898548637697,51.5,0.7245688286540091,0.579855082258723,0.004452814027308912,0.1360010629084941,0.28894201111383966,0.3192144903638741,0.7398592305962632,0.010234343824538457,0.25741846105600696
819,sxkc0g,51.75,606,7066,40.9762573242188,29.2181396484375,353.3,167.83484990342518,1009.4285714285714,0.4750491081317581,0.6779435304812071,0.0889177205623016,0.38805444524660226,0.4549480051904536,0.31903212774526085,0.7640269233270083,0.010578460775545815,0.25734139435131786
820,sxkdhk,32.56,70,766,41.15753173828129,29.0203857421875,30.64,18.025167590529268,109.42857142857143,0.5882887594628257,0.6296084348907748,0.009560638887489292,0.2015305242027767,0.3731451452443156,0.31895019123177476,1.296183807884042,0.018155692355388706,0.2587912914564976
821,sxk8zn,36.388888888888886,38,355,40.9487915039063,29.1412353515625,19.72222222222222,9.71842129248885,50.714285714285715,0.4927650232561395,0.6698977966530321,0.004383534035370585,0.238746749778425,0.4413313146787172,0.3188340050199012,1.2308970864723325,0.01722609316841776,0.25851242264960456
822,sxk92b,31.37037037037037,218,2370,41.0037231445313,28.8665771484375,87.77777777777777,61.22049263072551,338.57142857142856,0.6974486502155096,0.5891194410346605,0.029765203809139915,0.18996750267550036,0.3046211162067612,0.31881657434327204,1.6742485630086243,0.023538849625147816,0.25976102939964724
823,sxk3s4,57.392857142857146,559,9791,41.0586547851563,28.6578369140625,349.67857142857144,168.25598961798667,1398.7142857142858,0.4811732927474368,0.6751404477089202,0.12324280747720057,0.44290217011246324,0.4502040363488112,0.31879155997462355,5.5352685506783,0.07851482274504419,0.27073621252870766
824,sxk9qw,56.42857142857143,418,4051,41.0366821289063,29.1192626953125,289.35714285714283,84.90502127296497,578.7142857142857,0.2934263880072579,0.773140249241914,0.05093968861792713,0.4335294576353858,0.6160600037701245,0.3186230077723727,1.608309438508379,0.022599961054860226,0.2594183984288702
825,sxk3hf,29.88888888888889,4,16,40.9707641601563,28.6907958984375,1.7777777777777777,1.092906420717,3.2,0.6147598613075101,0.6192871299081436,0.000193983977427319,0.17556772493293957,0.35567725249181464,0.3185621250071947,2.990266357728813,0.04227725531558532,0.26330515106887287
826,sxk903,35.11538461538461,26,297,40.9652709960938,28.8446044921875,11.423076923076923,5.934125559326002,49.5,0.5194857391547792,0.6581173973743607,0.004276464956920441,0.22636847929587756,0.4213940343127404,0.31850649555224503,2.5951743542364403,0.03665165186539646,0.26213552681487534
827,sxk3qr,37.766666666666666,145,2180,41.0421752929688,28.7567138671875,72.66666666666667,39.725205525245414,311.42857142857144,0.5466771402481477,0.6465473459054039,0.027371894996724943,0.25213854307900657,0.40181274894807406,0.3184069343642753,0.059710016370942844,0.0005498912606609589,0.25483552574355245
828,sxkb6u,42.30769230769231,247,3388,40.8499145507813,29.3060302734375,130.30769230769232,66.21103788992842,484.0,0.5081130416543471,0.6630802681097665,0.042588300498815936,0.2962766310479828,0.4297932526186115,0.31836981145873544,6.780491297482766,0.09624519774316052,0.27394488871562045
829,sxkbgf,65.82608695652173,957,12472,40.9268188476563,29.3499755859375,542.2608695652174,236.1273187751404,1781.7142857142858,0.43544967381480226,0.6966458094921809,0.15701365445659293,0.5248718987163409,0.4865999527436745,0.3183652481621291,5.190410666491524,0.07360448873180869,0.269413096276065
830,sxk3m4,25.22222222222222,148,1020,41.0147094726563,28.7017822265625,37.77777777777778,29.746794699123377,145.71428571428572,0.7874151537794815,0.559467115339995,0.012760114878822995,0.13020842504387306,0.2544371863676293,0.3182049671997754,1.6940032438784234,0.02382013094665314,0.259327999949151
831,sxk989,47.89655172413793,746,8140,41.0531616210938,28.8555908203125,280.6896551724138,170.75715911540158,1162.857142857143,0.6083486012689194,0.6217557556931638,0.1024462135335315,0.3505995061140664,0.35985518256280435,0.31801429144510673,0.23756166330898915,0.0030822706300038766,0.25502788728208614
832,sxkb9j,49.43478260869565,587,5962,40.8993530273438,29.2291259765625,259.2173913043478,125.08032201957964,851.7142857142857,0.48253059484052896,0.6745223359842815,0.07501133672595353,0.3655508795407687,0.4491579371071724,0.31767199192218065,0.45680575296457193,0.0062040253005556266,0.25537839859785566
833,sxk93r,54.214285714285715,550,7982,41.0421752929688,28.8885498046875,285.07142857142856,135.34809130573586,1140.2857142857142,0.47478658939455154,0.6780642075207186,0.10045598831057588,0.4120069326880225,0.4551522403707358,0.3176563624230284,1.1465897822458546,0.016025665274812587,0.25733022299338526
834,sxk9m6,45.958333333333336,243,2979,41.0147094726563,29.0643310546875,124.125,53.25354652407015,425.57142857142856,0.42903159334252666,0.6997745918695785,0.03743638837103844,0.33176031413427864,0.49189513926381573,0.3175691277979988,1.2645049224322271,0.0177046256526446,0.25759622736892795
835,sxk3gm,44.0,286,4700,41.1190795898438,28.6248779296875,156.66666666666666,84.04487033653545,671.4285714285714,0.5364566191659511,0.6508481837533683,0.059114727666649866,0.31272560793083115,0.40909153534190346,0.3175579885224563,12.794365801611727,0.18187505828293182,0.2904214024745514
836,sxk93x,57.02777777777778,506,9705,41.0421752929688,28.8995361328125,269.5833333333333,133.18116018630948,1386.4285714285713,0.4940259419566571,0.6693324204868532,0.12215952033052851,0.439353653454475,0.44037446568992633,0.317348557266907,0.9271683070273703,0.012901384861330453,0.25645912278579175
837,sxk9c0,37.888888888888886,236,2144,41.0916137695313,28.8775634765625,119.11111111111111,65.56352006564849,306.2857142857143,0.5504400005465321,0.6449781995094932,0.026918425958583157,0.2533265247427678,0.39915710792178266,0.31729267714081777,0.46930987079158,0.006382067902702452,0.2551105552931947
838,sxm40t,74.5,1,2,41.1630249023438,29.5587158203125,1.0,0.0,1.0,0.0,1.0,0.0,0.6091810322058014,0.9999999999983076,0.3172456903379211,23.36058732859272,0.33232450234208405,0.32026145273875367
839,sxk9m3,51.833333333333336,621,7766,41.0092163085938,29.0643310546875,323.5833333333333,166.51724461335286,1109.4285714285713,0.5146038978506462,0.6602386283430846,0.09773517408172518,0.3888644327446213,0.4249840294855704,0.3172050631145903,1.7427112994684804,0.02451367119337369,0.258666784730347
840,sxk9tr,35.46951219512195,53,2764,41.0861206054688,29.0643310546875,16.853658536585368,10.672620725893012,394.85714285714283,0.6332524598200435,0.612275214396544,0.034728170504358336,0.22981054624336938,0.34381020773804205,0.3171829629267768,0.8651060715093465,0.012017698218294235,0.2561499099850803
841,sxk9g6,53.96296296296296,910,11063,41.1026000976563,28.9764404296875,409.74074074074076,254.299126195993,1580.4285714285713,0.6206342228396505,0.6170423812523317,0.13926538015821027,0.40956411324955244,0.35187821459476304,0.317139099023192,0.3436541737431247,0.004592891921910112,0.2546298576029356
842,sxk3hz,49.84,606,7304,40.99822998046879,28.6907958984375,292.16,156.38219208081208,1043.4285714285713,0.5352621579965663,0.6513545551757399,0.0919156547589056,0.3694895317920058,0.40994852403798443,0.31710067264944797,0.8933272868585265,0.01241953213301161,0.2561644445461607
843,sxk9r8,38.291666666666664,282,3492,41.0037231445313,29.1632080078125,145.5,88.2141662684332,498.85714285714283,0.6062829296757865,0.6225553303998822,0.04389832216455887,0.2572414643165265,0.3612083917982715,0.3170184001469758,0.8675779511751479,0.012052894614711944,0.256025299040523
844,sxkb5n,20.80952380952381,41,250,40.8169555664063,29.3170166015625,11.904761904761905,10.468546995188788,35.714285714285715,0.8793579475219921,0.5320966138028892,0.003060916007457046,0.08731765848210273,0.20811504142211237,0.31695816874352023,10.009851044442838,0.1422271390981197,0.28201196281444013
