rank_by_demand,GEOHASH,mean_speed,peak_hour_vehicle_count,total_vehicle_count,lat,lon,veh_mean,veh_std,mean_daily_vehicle_count,cv,consistency,vol_norm,speed_norm,cons_norm,demand_score,nearest_station_km,dist_norm,underserved_score
52,sxk92r,22.96551724137931,372,5239,41.0421752929688,28.8446044921875,180.6551724137931,84.41744735964961,873.1666666666666,0.4672849729750501,0.6815308671582805,0.0769028904452394,0.10827359118947227,0.461019254169888,0.3981732186997556,0.17183512085066302,0.0021464089553707116,0.31896785675087863
53,sxk97x,21.576923076923077,262,3947,41.0421752929688,28.9874267578125,151.80769230769232,62.129554468558176,563.8571428571429,0.40926486348413266,0.7095898194237915,0.0496296669521842,0.09477666423309128,0.5085065408789126,0.3980831423819472,0.6545215269958271,0.009019244365267635,0.3202703627786113
54,sxk9cd,17.64516129032258,105,1755,41.1026000976563,28.8995361328125,56.61290322580645,22.433126427012407,250.71428571428572,0.39625465482911726,0.7162017304947761,0.022018441074217764,0.05656052952506618,0.5196966136140357,0.3979803844023962,0.8909803236960068,0.012386114387403422,0.3208615303993977
55,sxk93p,14.857142857142858,92,1175,41.0421752929688,28.8775634765625,55.95238095238095,24.305300225416246,167.85714285714286,0.43439259976563316,0.6971592018554691,0.014712551015266789,0.029461408623599545,0.4874688237592062,0.39601161767239473,0.7720586586574926,0.010692822386478921,0.3189478586152116
56,sxk97k,20.08,189,2831,41.02569580078129,28.9764404296875,113.24,46.200901867099226,404.42857142857144,0.40799100906650687,0.7102318079878909,0.03557212676978888,0.08022679649944454,0.509593049552466,0.3956366343455543,1.7662474899962233,0.02484879636287039,0.32147906674901755
57,sxk97z,23.806451612903224,269,4994,41.0421752929688,28.9984130859375,161.09677419354838,69.78030039044431,713.4285714285714,0.43315765159998915,0.697759942099595,0.06281805814480777,0.11644734712053875,0.48848552331165246,0.3941719295985728,0.5039456656880097,0.006875237203895738,0.3167125911196374
58,sxkbep,28.782608695652176,340,4290,40.9103393554688,29.3170166015625,186.52173913043478,65.53061017238598,715.0,0.35132961164494103,0.7400119048547482,0.06295661812868443,0.1648148474230056,0.559993220761896,0.39403249898981973,4.8347747862631705,0.06854068987701308,0.3289341371672584
59,sxk90p,14.903225806451612,171,2318,40.9982299804688,28.8336181640625,74.7741935483871,36.75568860953758,331.14285714285717,0.49155580107007185,0.6704408908353144,0.02911019297626845,0.029909327977342783,0.4422504533871054,0.39403238877235247,0.6853325416469769,0.009457953700797564,0.3171175017580415
60,sxk92w,18.115384615384617,252,3367,41.0366821289063,28.8555908203125,129.5,62.3629697817543,481.0,0.4815673342183223,0.6749608856134789,0.04232377689323323,0.06113102969999252,0.4499001434369302,0.39280260822400487,0.22805891013515284,0.0029469636114651965,0.31483147930149696
61,sxk9sy,21.678571428571427,89,6574,41.0806274414063,29.0423583984375,39.13095238095238,21.48904734914433,939.1428571428571,0.549157279367811,0.64551224934894,0.08272031037436386,0.09576467096144417,0.4000609398825324,0.39264294187525517,2.0493959509800304,0.02888046732797744,0.31989044696579966
62,sxk9t0,23.75,79,7119,41.0476684570313,29.0533447265625,42.375,22.596615585705383,1017.0,0.5332534651368055,0.6522078852179697,0.08958532775734367,0.11589864591220328,0.41139270940846234,0.39230161198670327,0.4875142154602899,0.006641274424908612,0.31516954447434437
